Hospital Group Name,Hospital,Date,DayGAR,Capacity,ED Beds,Time,Trolleys,Datetime,Hour,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,IsWeekend,IsMonday,IsFriday,Hour_sin,Hour_cos,Day_sin,Day_cos,Month_sin,Month_cos,IsHoliday,IsSummer,IsWinter,IsPeakHour,IsLowHour,Hospital_Code,Lag_ED Beds_1,Lag_ED Beds_2,Lag_ED Beds_3,Lag_ED Beds_4,Lag_ED Beds_5,Lag_ED Beds_6,Lag_ED Beds_7,Rolling_Mean_3_ED Beds,Rolling_Mean_7_ED Beds,Lag_Trolleys_1,Lag_Trolleys_2,Lag_Trolleys_3,Lag_Trolleys_4,Lag_Trolleys_5,Lag_Trolleys_6,Lag_Trolleys_7,Rolling_Mean_3_Trolleys,Rolling_Mean_7_Trolleys,Lag_Capacity_1,Lag_Capacity_2,Lag_Capacity_3,Lag_Capacity_4,Lag_Capacity_5,Lag_Capacity_6,Lag_Capacity_7,Rolling_Mean_3_Capacity,Rolling_Mean_7_Capacity
HSE South West,Cork University Hospital,2025-04-06,Sunday,11,56.0,08:00,0,2025-04-06 08:00:00,8,6,6,4,2,14,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,87.0,81.0,78.0,122.0,77.0,48.0,88.0,74.66666666666667,78.42857142857143,1.0,1.0,4.0,2.0,0.0,2.0,0.0,0.6666666666666666,1.4285714285714286,3.0,3.0,3.0,16.0,16.0,16.0,18.0,5.666666666666667,9.714285714285714
HSE South West,Cork University Hospital,2025-04-06,Sunday,11,73.0,14:00,0,2025-04-06 14:00:00,14,6,6,4,2,14,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,56.0,87.0,81.0,78.0,122.0,77.0,48.0,72.0,82.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,0.3333333333333333,1.1428571428571428,11.0,3.0,3.0,3.0,16.0,16.0,16.0,8.333333333333334,9.0
HSE South West,Cork University Hospital,2025-04-06,Sunday,11,83.0,20:00,3,2025-04-06 20:00:00,20,6,6,4,2,14,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,73.0,56.0,87.0,81.0,78.0,122.0,77.0,70.66666666666667,82.85714285714286,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.5714285714285714,11.0,11.0,3.0,3.0,3.0,16.0,16.0,11.0,8.285714285714286
HSE South West,Cork University Hospital,2025-04-07,Monday,13,44.0,08:00,7,2025-04-07 08:00:00,8,0,7,4,2,15,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,83.0,73.0,56.0,87.0,81.0,78.0,122.0,66.66666666666667,71.71428571428571,3.0,0.0,0.0,1.0,1.0,4.0,2.0,3.3333333333333335,2.2857142857142856,11.0,11.0,11.0,3.0,3.0,3.0,16.0,11.666666666666666,7.857142857142857
HSE South West,Cork University Hospital,2025-04-07,Monday,13,97.0,14:00,7,2025-04-07 14:00:00,14,0,7,4,2,15,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,44.0,83.0,73.0,56.0,87.0,81.0,78.0,74.66666666666667,74.42857142857143,7.0,3.0,0.0,0.0,1.0,1.0,4.0,5.666666666666667,2.7142857142857144,13.0,11.0,11.0,11.0,3.0,3.0,3.0,12.333333333333334,9.285714285714286
HSE South West,Cork University Hospital,2025-04-07,Monday,13,117.0,20:00,3,2025-04-07 20:00:00,20,0,7,4,2,15,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,97.0,44.0,83.0,73.0,56.0,87.0,81.0,86.0,79.57142857142857,7.0,7.0,3.0,0.0,0.0,1.0,1.0,5.666666666666667,3.0,13.0,13.0,11.0,11.0,11.0,3.0,3.0,13.0,10.714285714285714
HSE South West,Cork University Hospital,2025-04-08,Tuesday,25,37.0,08:00,14,2025-04-08 08:00:00,8,1,8,4,2,15,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,117.0,97.0,44.0,83.0,73.0,56.0,87.0,83.66666666666667,72.42857142857143,3.0,7.0,7.0,3.0,0.0,0.0,1.0,8.0,4.857142857142857,13.0,13.0,13.0,11.0,11.0,11.0,3.0,17.0,13.857142857142858
HSE South West,Cork University Hospital,2025-04-08,Tuesday,25,83.0,14:00,1,2025-04-08 14:00:00,14,1,8,4,2,15,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,37.0,117.0,97.0,44.0,83.0,73.0,56.0,79.0,76.28571428571429,14.0,3.0,7.0,7.0,3.0,0.0,0.0,6.0,5.0,25.0,13.0,13.0,13.0,11.0,11.0,11.0,21.0,15.857142857142858
HSE South West,Cork University Hospital,2025-04-08,Tuesday,25,105.0,20:00,5,2025-04-08 20:00:00,20,1,8,4,2,15,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,83.0,37.0,117.0,97.0,44.0,83.0,73.0,75.0,80.85714285714286,1.0,14.0,3.0,7.0,7.0,3.0,0.0,6.666666666666667,5.714285714285714,25.0,25.0,13.0,13.0,13.0,11.0,11.0,25.0,17.857142857142858
HSE South West,Cork University Hospital,2025-04-09,Wednesday,17,63.0,08:00,14,2025-04-09 08:00:00,8,2,9,4,2,15,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,105.0,83.0,37.0,117.0,97.0,44.0,83.0,83.66666666666667,78.0,5.0,1.0,14.0,3.0,7.0,7.0,3.0,6.666666666666667,7.285714285714286,25.0,25.0,25.0,13.0,13.0,13.0,11.0,22.333333333333332,18.714285714285715
HSE South West,Cork University Hospital,2025-04-09,Wednesday,17,107.0,14:00,3,2025-04-09 14:00:00,14,2,9,4,2,15,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,63.0,105.0,83.0,37.0,117.0,97.0,44.0,91.66666666666667,87.0,14.0,5.0,1.0,14.0,3.0,7.0,7.0,7.333333333333333,6.714285714285714,17.0,25.0,25.0,25.0,13.0,13.0,13.0,19.666666666666668,19.285714285714285
HSE South West,Cork University Hospital,2025-04-09,Wednesday,17,112.0,20:00,4,2025-04-09 20:00:00,20,2,9,4,2,15,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,107.0,63.0,105.0,83.0,37.0,117.0,97.0,94.0,89.14285714285714,3.0,14.0,5.0,1.0,14.0,3.0,7.0,7.0,6.285714285714286,17.0,17.0,25.0,25.0,25.0,13.0,13.0,17.0,19.857142857142858
HSE South West,Cork University Hospital,2025-04-10,Thursday,19,59.0,08:00,2,2025-04-10 08:00:00,8,3,10,4,2,15,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,112.0,107.0,63.0,105.0,83.0,37.0,117.0,92.66666666666667,80.85714285714286,4.0,3.0,14.0,5.0,1.0,14.0,3.0,3.0,6.142857142857143,17.0,17.0,17.0,25.0,25.0,25.0,13.0,17.666666666666668,20.714285714285715
HSE South West,Cork University Hospital,2025-04-10,Thursday,19,78.0,14:00,0,2025-04-10 14:00:00,14,3,10,4,2,15,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,59.0,112.0,107.0,63.0,105.0,83.0,37.0,83.0,86.71428571428571,2.0,4.0,3.0,14.0,5.0,1.0,14.0,2.0,4.142857142857143,19.0,17.0,17.0,17.0,25.0,25.0,25.0,18.333333333333332,19.857142857142858
HSE South West,Cork University Hospital,2025-04-10,Thursday,19,96.0,20:00,0,2025-04-10 20:00:00,20,3,10,4,2,15,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,78.0,59.0,112.0,107.0,63.0,105.0,83.0,77.66666666666667,88.57142857142857,0.0,2.0,4.0,3.0,14.0,5.0,1.0,0.6666666666666666,4.0,19.0,19.0,17.0,17.0,17.0,25.0,25.0,19.0,19.0
HSE South West,Cork University Hospital,2025-04-11,Friday,11,67.0,08:00,3,2025-04-11 08:00:00,8,4,11,4,2,15,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,96.0,78.0,59.0,112.0,107.0,63.0,105.0,80.33333333333333,83.14285714285714,0.0,0.0,2.0,4.0,3.0,14.0,5.0,1.0,3.7142857142857144,19.0,19.0,19.0,17.0,17.0,17.0,25.0,16.333333333333332,17.0
HSE South West,Cork University Hospital,2025-04-11,Friday,11,102.0,14:00,0,2025-04-11 14:00:00,14,4,11,4,2,15,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,67.0,96.0,78.0,59.0,112.0,107.0,63.0,88.33333333333333,88.71428571428571,3.0,0.0,0.0,2.0,4.0,3.0,14.0,1.0,1.7142857142857142,11.0,19.0,19.0,19.0,17.0,17.0,17.0,13.666666666666666,16.142857142857142
HSE South West,Cork University Hospital,2025-04-11,Friday,11,91.0,20:00,0,2025-04-11 20:00:00,20,4,11,4,2,15,0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,102.0,67.0,96.0,78.0,59.0,112.0,107.0,86.66666666666667,86.42857142857143,0.0,3.0,0.0,0.0,2.0,4.0,3.0,1.0,1.2857142857142858,11.0,11.0,19.0,19.0,19.0,17.0,17.0,11.0,15.285714285714286
HSE South West,Cork University Hospital,2025-04-12,Saturday,0,47.0,08:00,0,2025-04-12 08:00:00,8,5,12,4,2,15,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,91.0,102.0,67.0,96.0,78.0,59.0,112.0,80.0,77.14285714285714,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.7142857142857143,11.0,11.0,11.0,19.0,19.0,19.0,17.0,7.333333333333333,12.857142857142858
HSE South West,Cork University Hospital,2025-04-12,Saturday,0,73.0,14:00,0,2025-04-12 14:00:00,14,5,12,4,2,15,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,47.0,91.0,102.0,67.0,96.0,78.0,59.0,70.33333333333333,79.14285714285714,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.42857142857142855,0.0,11.0,11.0,11.0,19.0,19.0,19.0,3.6666666666666665,10.142857142857142
HSE South West,Cork University Hospital,2025-04-12,Saturday,0,101.0,20:00,0,2025-04-12 20:00:00,20,5,12,4,2,15,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,73.0,47.0,91.0,102.0,67.0,96.0,78.0,73.66666666666667,82.42857142857143,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,11.0,11.0,11.0,19.0,19.0,0.0,7.428571428571429
HSE South West,Cork University Hospital,2025-04-13,Sunday,2,62.0,08:00,5,2025-04-13 08:00:00,8,6,13,4,2,15,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,101.0,73.0,47.0,91.0,102.0,67.0,96.0,78.66666666666667,77.57142857142857,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.6666666666666667,1.1428571428571428,0.0,0.0,0.0,11.0,11.0,11.0,19.0,0.6666666666666666,5.0
HSE South West,Cork University Hospital,2025-04-13,Sunday,2,71.0,14:00,2,2025-04-13 14:00:00,14,6,13,4,2,15,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,62.0,101.0,73.0,47.0,91.0,102.0,67.0,78.0,78.14285714285714,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3333333333333335,1.0,2.0,0.0,0.0,0.0,11.0,11.0,11.0,1.3333333333333333,3.7142857142857144
HSE South West,Cork University Hospital,2025-04-13,Sunday,2,98.0,20:00,9,2025-04-13 20:00:00,20,6,13,4,2,15,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,71.0,62.0,101.0,73.0,47.0,91.0,102.0,77.0,77.57142857142857,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,2.2857142857142856,2.0,2.0,0.0,0.0,0.0,11.0,11.0,2.0,2.4285714285714284
HSE South West,Cork University Hospital,2025-04-14,Monday,15,50.0,08:00,12,2025-04-14 08:00:00,8,0,14,4,2,16,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,98.0,71.0,62.0,101.0,73.0,47.0,91.0,73.0,71.71428571428571,9.0,2.0,5.0,0.0,0.0,0.0,0.0,7.666666666666667,4.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,6.333333333333333,3.0
HSE South West,Cork University Hospital,2025-04-14,Monday,15,112.0,14:00,3,2025-04-14 14:00:00,14,0,14,4,2,16,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,50.0,98.0,71.0,62.0,101.0,73.0,47.0,86.66666666666667,81.0,12.0,9.0,2.0,5.0,0.0,0.0,0.0,8.0,4.428571428571429,15.0,2.0,2.0,2.0,0.0,0.0,0.0,10.666666666666666,5.142857142857143
HSE South West,Cork University Hospital,2025-04-14,Monday,15,139.0,20:00,17,2025-04-14 20:00:00,20,0,14,4,2,16,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,112.0,50.0,98.0,71.0,62.0,101.0,73.0,100.33333333333333,90.42857142857143,3.0,12.0,9.0,2.0,5.0,0.0,0.0,10.666666666666666,6.857142857142857,15.0,15.0,2.0,2.0,2.0,0.0,0.0,15.0,7.285714285714286
HSE South West,Cork University Hospital,2025-04-15,Tuesday,22,74.0,08:00,14,2025-04-15 08:00:00,8,1,15,4,2,16,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,139.0,112.0,50.0,98.0,71.0,62.0,101.0,108.33333333333333,86.57142857142857,17.0,3.0,12.0,9.0,2.0,5.0,0.0,11.333333333333334,8.857142857142858,15.0,15.0,15.0,2.0,2.0,2.0,0.0,17.333333333333332,10.428571428571429
HSE South West,Cork University Hospital,2025-04-15,Tuesday,22,86.0,14:00,8,2025-04-15 14:00:00,14,1,15,4,2,16,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,74.0,139.0,112.0,50.0,98.0,71.0,62.0,99.66666666666667,90.0,14.0,17.0,3.0,12.0,9.0,2.0,5.0,13.0,9.285714285714286,22.0,15.0,15.0,15.0,2.0,2.0,2.0,19.666666666666668,13.285714285714286
HSE South West,Cork University Hospital,2025-04-15,Tuesday,22,98.0,20:00,5,2025-04-15 20:00:00,20,1,15,4,2,16,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,86.0,74.0,139.0,112.0,50.0,98.0,71.0,86.0,93.85714285714286,8.0,14.0,17.0,3.0,12.0,9.0,2.0,9.0,9.714285714285714,22.0,22.0,15.0,15.0,15.0,2.0,2.0,22.0,16.142857142857142
HSE South West,Cork University Hospital,2025-04-16,Wednesday,20,41.0,08:00,24,2025-04-16 08:00:00,8,2,16,4,2,16,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,98.0,86.0,74.0,139.0,112.0,50.0,98.0,75.0,85.71428571428571,5.0,8.0,14.0,17.0,3.0,12.0,9.0,12.333333333333334,11.857142857142858,22.0,22.0,22.0,15.0,15.0,15.0,2.0,21.333333333333332,18.714285714285715
HSE South West,Cork University Hospital,2025-04-16,Wednesday,20,88.0,14:00,6,2025-04-16 14:00:00,14,2,16,4,2,16,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,41.0,98.0,86.0,74.0,139.0,112.0,50.0,75.66666666666667,91.14285714285714,24.0,5.0,8.0,14.0,17.0,3.0,12.0,11.666666666666666,11.0,20.0,22.0,22.0,22.0,15.0,15.0,15.0,20.666666666666668,19.428571428571427
HSE South West,Cork University Hospital,2025-04-16,Wednesday,20,0.0,20:00,0,2025-04-16 20:00:00,20,2,16,4,2,16,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,88.0,41.0,98.0,86.0,74.0,139.0,112.0,43.0,75.14285714285714,6.0,24.0,5.0,8.0,14.0,17.0,3.0,10.0,10.571428571428571,20.0,20.0,22.0,22.0,22.0,15.0,15.0,20.0,20.142857142857142
HSE South West,Cork University Hospital,2025-04-17,Thursday,19,56.0,08:00,14,2025-04-17 08:00:00,8,3,17,4,2,16,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0.0,88.0,41.0,98.0,86.0,74.0,139.0,48.0,63.285714285714285,0.0,6.0,24.0,5.0,8.0,14.0,17.0,6.666666666666667,10.142857142857142,20.0,20.0,20.0,22.0,22.0,22.0,15.0,19.666666666666668,20.714285714285715
HSE South West,Cork University Hospital,2025-04-17,Thursday,19,79.0,14:00,2,2025-04-17 14:00:00,14,3,17,4,2,16,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,56.0,0.0,88.0,41.0,98.0,86.0,74.0,45.0,64.0,14.0,0.0,6.0,24.0,5.0,8.0,14.0,5.333333333333333,8.428571428571429,19.0,20.0,20.0,20.0,22.0,22.0,22.0,19.333333333333332,20.285714285714285
HSE South West,Cork University Hospital,2025-04-17,Thursday,19,112.0,20:00,3,2025-04-17 20:00:00,20,3,17,4,2,16,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,79.0,56.0,0.0,88.0,41.0,98.0,86.0,82.33333333333333,67.71428571428571,2.0,14.0,0.0,6.0,24.0,5.0,8.0,6.333333333333333,7.714285714285714,19.0,19.0,20.0,20.0,20.0,22.0,22.0,19.0,19.857142857142858
HSE South West,Cork University Hospital,2025-04-18,Friday,15,70.0,08:00,0,2025-04-18 08:00:00,8,4,18,4,2,16,0,0,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,112.0,79.0,56.0,0.0,88.0,41.0,98.0,87.0,63.714285714285715,3.0,2.0,14.0,0.0,6.0,24.0,5.0,1.6666666666666667,7.0,19.0,19.0,19.0,20.0,20.0,20.0,22.0,17.666666666666668,18.857142857142858
HSE South West,Cork University Hospital,2025-04-18,Friday,15,69.0,14:00,3,2025-04-18 14:00:00,14,4,18,4,2,16,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,70.0,112.0,79.0,56.0,0.0,88.0,41.0,83.66666666666667,67.71428571428571,0.0,3.0,2.0,14.0,0.0,6.0,24.0,2.0,4.0,15.0,19.0,19.0,19.0,20.0,20.0,20.0,16.333333333333332,18.142857142857142
HSE South West,Cork University Hospital,2025-04-18,Friday,15,84.0,20:00,0,2025-04-18 20:00:00,20,4,18,4,2,16,0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,69.0,70.0,112.0,79.0,56.0,0.0,88.0,74.33333333333333,67.14285714285714,3.0,0.0,3.0,2.0,14.0,0.0,6.0,1.0,3.142857142857143,15.0,15.0,19.0,19.0,19.0,20.0,20.0,15.0,17.428571428571427
HSE South West,Cork University Hospital,2025-04-19,Saturday,5,60.0,08:00,1,2025-04-19 08:00:00,8,5,19,4,2,16,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,84.0,69.0,70.0,112.0,79.0,56.0,0.0,71.0,75.71428571428571,0.0,3.0,0.0,3.0,2.0,14.0,0.0,1.3333333333333333,3.2857142857142856,15.0,15.0,15.0,19.0,19.0,19.0,20.0,11.666666666666666,15.285714285714286
HSE South West,Cork University Hospital,2025-04-19,Saturday,5,56.0,14:00,0,2025-04-19 14:00:00,14,5,19,4,2,16,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,60.0,84.0,69.0,70.0,112.0,79.0,56.0,66.66666666666667,75.71428571428571,1.0,0.0,3.0,0.0,3.0,2.0,14.0,0.3333333333333333,1.2857142857142858,5.0,15.0,15.0,15.0,19.0,19.0,19.0,8.333333333333334,13.285714285714286
HSE South West,Cork University Hospital,2025-04-19,Saturday,5,50.0,20:00,0,2025-04-19 20:00:00,20,5,19,4,2,16,1,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,56.0,60.0,84.0,69.0,70.0,112.0,79.0,55.333333333333336,71.57142857142857,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.3333333333333333,1.0,5.0,5.0,15.0,15.0,15.0,19.0,19.0,5.0,11.285714285714286
HSE South West,Cork University Hospital,2025-04-20,Sunday,8,51.0,08:00,0,2025-04-20 08:00:00,8,6,20,4,2,16,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,50.0,56.0,60.0,84.0,69.0,70.0,112.0,52.333333333333336,62.857142857142854,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.5714285714285714,5.0,5.0,5.0,15.0,15.0,15.0,19.0,6.0,9.714285714285714
HSE South West,Cork University Hospital,2025-04-20,Sunday,8,42.0,14:00,0,2025-04-20 14:00:00,14,6,20,4,2,16,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,51.0,50.0,56.0,60.0,84.0,69.0,70.0,47.666666666666664,58.857142857142854,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.5714285714285714,8.0,5.0,5.0,5.0,15.0,15.0,15.0,7.0,8.714285714285714
HSE South West,Cork University Hospital,2025-04-20,Sunday,8,42.0,20:00,0,2025-04-20 20:00:00,20,6,20,4,2,16,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,42.0,51.0,50.0,56.0,60.0,84.0,69.0,45.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.14285714285714285,8.0,8.0,5.0,5.0,5.0,15.0,15.0,8.0,7.714285714285714
HSE South West,Cork University Hospital,2025-04-21,Monday,11,30.0,08:00,0,2025-04-21 08:00:00,8,0,21,4,2,17,0,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,42.0,42.0,51.0,50.0,56.0,60.0,84.0,38.0,47.285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,8.0,8.0,8.0,5.0,5.0,5.0,15.0,9.0,7.142857142857143
HSE South West,Cork University Hospital,2025-04-21,Monday,11,71.0,14:00,0,2025-04-21 14:00:00,14,0,21,4,2,17,0,1,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,30.0,42.0,42.0,51.0,50.0,56.0,60.0,47.666666666666664,48.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,8.0,8.0,8.0,5.0,5.0,5.0,10.0,8.0
HSE South West,Cork University Hospital,2025-04-21,Monday,11,66.0,20:00,0,2025-04-21 20:00:00,20,0,21,4,2,17,0,1,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,71.0,30.0,42.0,42.0,51.0,50.0,56.0,55.666666666666664,50.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,8.0,8.0,8.0,5.0,5.0,11.0,8.857142857142858
HSE South West,Cork University Hospital,2025-04-22,Tuesday,15,37.0,08:00,3,2025-04-22 08:00:00,8,1,22,4,2,17,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,66.0,71.0,30.0,42.0,42.0,51.0,50.0,58.0,48.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,11.0,11.0,11.0,8.0,8.0,8.0,5.0,12.333333333333334,10.285714285714286
HSE South West,Cork University Hospital,2025-04-22,Tuesday,15,93.0,14:00,5,2025-04-22 14:00:00,14,1,22,4,2,17,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,37.0,66.0,71.0,30.0,42.0,42.0,51.0,65.33333333333333,54.42857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.1428571428571428,15.0,11.0,11.0,11.0,8.0,8.0,8.0,13.666666666666666,11.285714285714286
HSE South West,Cork University Hospital,2025-04-22,Tuesday,15,107.0,20:00,14,2025-04-22 20:00:00,20,1,22,4,2,17,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,93.0,37.0,66.0,71.0,30.0,42.0,42.0,79.0,63.714285714285715,5.0,3.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,3.142857142857143,15.0,15.0,11.0,11.0,11.0,8.0,8.0,15.0,12.285714285714286
